subject_id,variable,value
367,gender,2.0
368,gender,2.0
370,gender,1.0
371,gender,2.0
377,gender,2.0
378,gender,1.0
381,gender,1.0
383,gender,2.0
387,gender,1.0
388,gender,2.0
391,gender,2.0
392,gender,2.0
395,gender,1.0
396,gender,2.0
403,gender,3.0
411,gender,1.0
415,gender,2.0
416,gender,3.0
419,gender,2.0
422,gender,2.0
424,gender,2.0
425,gender,2.0
426,gender,2.0
427,gender,1.0
428,gender,2.0
433,gender,2.0
434,gender,1.0
437,gender,2.0
438,gender,1.0
440,gender,2.0
441,gender,3.0
442,gender,2.0
444,gender,2.0
445,gender,1.0
449,gender,2.0
451,gender,1.0
452,gender,1.0
453,gender,2.0
455,gender,2.0
457,gender,1.0
458,gender,1.0
459,gender,3.0
460,gender,2.0
462,gender,2.0
464,gender,2.0
466,gender,2.0
467,gender,1.0
468,gender,2.0
469,gender,2.0
470,gender,2.0
471,gender,1.0
476,gender,1.0
477,gender,1.0
478,gender,2.0
480,gender,2.0
481,gender,2.0
482,gender,1.0
486,gender,2.0
488,gender,1.0
489,gender,2.0
492,gender,2.0
493,gender,1.0
495,gender,2.0
498,gender,2.0
500,gender,2.0
501,gender,2.0
505,gender,2.0
510,gender,2.0
513,gender,2.0
515,gender,2.0
516,gender,2.0
518,gender,2.0
520,gender,1.0
521,gender,1.0
524,gender,2.0
527,gender,3.0
529,gender,2.0
530,gender,2.0
531,gender,2.0
533,gender,3.0
534,gender,2.0
535,gender,2.0
536,gender,2.0
537,gender,2.0
538,gender,1.0
540,gender,2.0
541,gender,3.0
542,gender,2.0
543,gender,1.0
545,gender,2.0
546,gender,1.0
547,gender,2.0
551,gender,2.0
552,gender,2.0
555,gender,2.0
558,gender,3.0
559,gender,2.0
561,gender,3.0
562,gender,2.0
564,gender,1.0
566,gender,1.0
567,gender,2.0
569,gender,1.0
570,gender,1.0
572,gender,2.0
575,gender,2.0
576,gender,2.0
578,gender,2.0
580,gender,1.0
583,gender,1.0
584,gender,1.0
585,gender,2.0
586,gender,2.0
587,gender,2.0
588,gender,2.0
589,gender,1.0
590,gender,2.0
591,gender,2.0
592,gender,1.0
593,gender,1.0
594,gender,2.0
595,gender,2.0
596,gender,1.0
597,gender,2.0
598,gender,1.0
601,gender,1.0
602,gender,1.0
603,gender,2.0
604,gender,2.0
605,gender,2.0
614,gender,2.0
616,gender,2.0
618,gender,2.0
619,gender,1.0
622,gender,2.0
624,gender,2.0
627,gender,2.0
629,gender,2.0
635,gender,2.0
636,gender,2.0
637,gender,1.0
638,gender,1.0
639,gender,1.0
640,gender,2.0
641,gender,2.0
644,gender,2.0
646,gender,1.0
649,gender,2.0
650,gender,3.0
651,gender,2.0
652,gender,2.0
656,gender,3.0
658,gender,3.0
661,gender,3.0
665,gender,1.0
666,gender,2.0
671,gender,2.0
674,gender,2.0
675,gender,1.0
676,gender,2.0
677,gender,2.0
678,gender,2.0
680,gender,3.0
686,gender,2.0
687,gender,2.0
689,gender,2.0
691,gender,1.0
693,gender,1.0
696,gender,2.0
697,gender,2.0
700,gender,1.0
703,gender,1.0
704,gender,2.0
706,gender,2.0
707,gender,2.0
708,gender,1.0
710,gender,2.0
711,gender,2.0
712,gender,1.0
714,gender,1.0
722,gender,1.0
723,gender,1.0
724,gender,2.0
730,gender,1.0
732,gender,2.0
735,gender,2.0
736,gender,2.0
740,gender,2.0
742,gender,1.0
743,gender,2.0
746,gender,2.0
747,gender,2.0
752,gender,2.0
753,gender,2.0
754,gender,2.0
758,gender,2.0
759,gender,2.0
760,gender,2.0
763,gender,2.0
765,gender,2.0
770,gender,2.0
773,gender,2.0
774,gender,1.0
777,gender,2.0
781,gender,2.0
787,gender,1.0
790,gender,2.0
791,gender,2.0
793,gender,1.0
794,gender,1.0
796,gender,1.0
800,gender,2.0
802,gender,1.0
803,gender,2.0
805,gender,2.0
806,gender,3.0
808,gender,1.0
809,gender,2.0
811,gender,1.0
812,gender,1.0
814,gender,2.0
816,gender,2.0
817,gender,2.0
821,gender,2.0
823,gender,2.0
826,gender,2.0
830,gender,2.0
835,gender,1.0
836,gender,2.0
837,gender,2.0
838,gender,1.0
840,gender,1.0
842,gender,2.0
844,gender,2.0
846,gender,2.0
849,gender,2.0
852,gender,2.0
857,gender,2.0
858,gender,2.0
859,gender,1.0
861,gender,2.0
862,gender,2.0
864,gender,2.0
865,gender,1.0
868,gender,1.0
870,gender,2.0
877,gender,2.0
880,gender,2.0
881,gender,2.0
882,gender,2.0
883,gender,1.0
884,gender,2.0
885,gender,2.0
886,gender,2.0
888,gender,2.0
893,gender,1.0
896,gender,3.0
897,gender,1.0
898,gender,2.0
899,gender,2.0
900,gender,1.0
904,gender,1.0
909,gender,2.0
910,gender,2.0
912,gender,1.0
915,gender,2.0
916,gender,2.0
917,gender,1.0
921,gender,2.0
924,gender,2.0
925,gender,1.0
931,gender,2.0
932,gender,2.0
934,gender,1.0
936,gender,1.0
937,gender,2.0
939,gender,2.0
940,gender,2.0
942,gender,1.0
943,gender,1.0
944,gender,2.0
945,gender,2.0
948,gender,2.0
951,gender,1.0
955,gender,2.0
956,gender,3.0
957,gender,1.0
959,gender,1.0
960,gender,1.0
961,gender,1.0
962,gender,1.0
966,gender,1.0
968,gender,3.0
971,gender,2.0
972,gender,3.0
974,gender,1.0
975,gender,2.0
976,gender,2.0
977,gender,2.0
980,gender,1.0
982,gender,1.0
984,gender,1.0
985,gender,2.0
990,gender,1.0
993,gender,2.0
995,gender,2.0
996,gender,2.0
998,gender,2.0
1000,gender,2.0
1003,gender,1.0
1004,gender,2.0
1005,gender,2.0
1006,gender,2.0
1008,gender,1.0
1009,gender,2.0
1010,gender,2.0
1013,gender,1.0
1016,gender,2.0
1020,gender,1.0
1021,gender,2.0
1022,gender,1.0
1024,gender,2.0
1025,gender,2.0
1026,gender,2.0
1027,gender,1.0
1029,gender,1.0
1030,gender,2.0
1032,gender,2.0
1033,gender,1.0
1034,gender,1.0
1035,gender,2.0
1036,gender,2.0
1040,gender,2.0
1045,gender,1.0
1046,gender,1.0
1047,gender,1.0
1048,gender,1.0
1050,gender,1.0
1052,gender,2.0
1054,gender,2.0
1055,gender,2.0
1056,gender,2.0
1060,gender,1.0
1061,gender,2.0
1062,gender,2.0
1063,gender,2.0
1064,gender,2.0
1065,gender,2.0
1066,gender,2.0
1067,gender,2.0
1068,gender,2.0
1072,gender,1.0
1074,gender,1.0
1077,gender,2.0
1078,gender,0.0
1079,gender,2.0
1080,gender,1.0
1081,gender,2.0
1082,gender,2.0
1083,gender,1.0
1086,gender,2.0
1087,gender,2.0
1088,gender,2.0
1089,gender,2.0
1091,gender,2.0
1092,gender,1.0
1093,gender,2.0
1096,gender,1.0
1097,gender,2.0
1098,gender,1.0
1099,gender,2.0
1101,gender,2.0
1104,gender,2.0
1106,gender,1.0
1107,gender,2.0
1108,gender,2.0
1110,gender,2.0
1111,gender,1.0
1112,gender,1.0
1116,gender,2.0
1117,gender,1.0
1119,gender,1.0
1121,gender,2.0
1124,gender,2.0
1125,gender,1.0
1127,gender,2.0
1128,gender,2.0
1129,gender,1.0
1130,gender,1.0
1132,gender,2.0
1133,gender,2.0
1135,gender,2.0
1136,gender,2.0
1137,gender,2.0
1138,gender,1.0
1140,gender,1.0
1141,gender,1.0
1143,gender,1.0
1149,gender,1.0
1150,gender,1.0
1156,gender,2.0
1157,gender,2.0
1160,gender,1.0
1162,gender,2.0
1163,gender,1.0
1164,gender,2.0
1165,gender,2.0
1166,gender,1.0
1168,gender,2.0
1170,gender,2.0
1171,gender,1.0
1173,gender,2.0
1175,gender,2.0
1176,gender,1.0
1177,gender,1.0
1180,gender,1.0
1183,gender,1.0
1185,gender,1.0
1186,gender,1.0
1187,gender,2.0
1189,gender,1.0
1190,gender,1.0
1195,gender,1.0
1196,gender,1.0
1198,gender,1.0
1200,gender,1.0
1202,gender,1.0
1203,gender,1.0
1205,gender,2.0
1210,gender,2.0
1213,gender,2.0
1214,gender,2.0
1215,gender,2.0
1217,gender,1.0
1218,gender,2.0
1221,gender,2.0
1225,gender,1.0
1228,gender,1.0
1229,gender,2.0
1230,gender,2.0
1232,gender,1.0
1235,gender,1.0
1236,gender,1.0
1239,gender,1.0
1242,gender,1.0
1243,gender,2.0
1245,gender,1.0
1248,gender,1.0
1250,gender,1.0
1253,gender,2.0
1254,gender,1.0
1255,gender,2.0
1261,gender,2.0
1263,gender,2.0
1264,gender,2.0
1265,gender,1.0
1266,gender,2.0
1269,gender,1.0
1270,gender,2.0
1271,gender,1.0
1273,gender,2.0
1274,gender,2.0
1275,gender,2.0
1278,gender,2.0
1279,gender,2.0
1284,gender,2.0
1285,gender,1.0
1290,gender,1.0
1291,gender,1.0
1299,gender,1.0
1302,gender,2.0
1303,gender,2.0
1304,gender,2.0
1306,gender,2.0
1311,gender,2.0
1312,gender,1.0
1313,gender,1.0
1314,gender,1.0
1319,gender,1.0
1320,gender,1.0
1321,gender,2.0
1323,gender,1.0
1325,gender,1.0
1327,gender,2.0
1333,gender,1.0
1334,gender,1.0
1335,gender,1.0
1338,gender,2.0
1339,gender,1.0
1341,gender,1.0
1344,gender,2.0
1350,gender,1.0
1353,gender,2.0
1354,gender,1.0
1356,gender,2.0
1357,gender,1.0
1358,gender,1.0
1359,gender,2.0
1360,gender,1.0
1361,gender,1.0
1362,gender,2.0
1363,gender,2.0
1364,gender,1.0
1366,gender,1.0
1368,gender,1.0
1370,gender,2.0
1373,gender,2.0
1375,gender,2.0
1378,gender,2.0
1381,gender,1.0
1383,gender,2.0
1385,gender,2.0
1386,gender,2.0
1388,gender,3.0
1389,gender,2.0
1390,gender,2.0
1,engnat,1.0
2,engnat,2.0
5,engnat,1.0
6,engnat,1.0
7,engnat,1.0
8,engnat,1.0
9,engnat,2.0
10,engnat,1.0
14,engnat,1.0
15,engnat,1.0
19,engnat,2.0
22,engnat,1.0
26,engnat,1.0
27,engnat,1.0
29,engnat,1.0
36,engnat,1.0
38,engnat,2.0
39,engnat,2.0
42,engnat,2.0
44,engnat,1.0
45,engnat,1.0
46,engnat,2.0
47,engnat,1.0
48,engnat,1.0
49,engnat,2.0
50,engnat,1.0
53,engnat,1.0
54,engnat,2.0
55,engnat,1.0
56,engnat,1.0
57,engnat,2.0
58,engnat,2.0
61,engnat,1.0
62,engnat,2.0
65,engnat,1.0
66,engnat,1.0
69,engnat,1.0
70,engnat,1.0
71,engnat,1.0
72,engnat,2.0
75,engnat,2.0
76,engnat,1.0
77,engnat,1.0
79,engnat,1.0
84,engnat,1.0
85,engnat,1.0
89,engnat,2.0
91,engnat,2.0
93,engnat,1.0
95,engnat,1.0
96,engnat,1.0
97,engnat,1.0
98,engnat,1.0
103,engnat,2.0
104,engnat,1.0
105,engnat,1.0
107,engnat,1.0
108,engnat,1.0
110,engnat,1.0
114,engnat,2.0
115,engnat,1.0
118,engnat,2.0
119,engnat,2.0
125,engnat,1.0
126,engnat,1.0
128,engnat,2.0
132,engnat,1.0
135,engnat,1.0
136,engnat,2.0
140,engnat,2.0
142,engnat,1.0
144,engnat,1.0
148,engnat,1.0
149,engnat,1.0
152,engnat,1.0
153,engnat,1.0
154,engnat,2.0
155,engnat,1.0
156,engnat,2.0
157,engnat,2.0
159,engnat,1.0
161,engnat,1.0
163,engnat,2.0
164,engnat,1.0
166,engnat,2.0
167,engnat,2.0
168,engnat,1.0
169,engnat,1.0
172,engnat,1.0
175,engnat,2.0
180,engnat,2.0
182,engnat,1.0
183,engnat,1.0
188,engnat,1.0
190,engnat,1.0
193,engnat,1.0
194,engnat,2.0
202,engnat,1.0
203,engnat,1.0
204,engnat,2.0
205,engnat,1.0
206,engnat,1.0
207,engnat,1.0
209,engnat,1.0
211,engnat,2.0
212,engnat,1.0
213,engnat,1.0
215,engnat,1.0
216,engnat,1.0
219,engnat,2.0
220,engnat,1.0
222,engnat,1.0
223,engnat,2.0
224,engnat,1.0
229,engnat,1.0
230,engnat,1.0
231,engnat,1.0
237,engnat,2.0
239,engnat,1.0
240,engnat,1.0
241,engnat,2.0
243,engnat,2.0
244,engnat,2.0
247,engnat,2.0
248,engnat,1.0
253,engnat,1.0
256,engnat,1.0
257,engnat,1.0
262,engnat,1.0
263,engnat,1.0
264,engnat,1.0
266,engnat,1.0
267,engnat,1.0
268,engnat,2.0
269,engnat,2.0
275,engnat,2.0
276,engnat,1.0
277,engnat,1.0
279,engnat,1.0
280,engnat,2.0
281,engnat,1.0
283,engnat,1.0
285,engnat,2.0
286,engnat,1.0
289,engnat,2.0
290,engnat,1.0
292,engnat,1.0
293,engnat,1.0
294,engnat,2.0
295,engnat,2.0
299,engnat,1.0
300,engnat,2.0
302,engnat,2.0
303,engnat,1.0
304,engnat,1.0
305,engnat,1.0
307,engnat,1.0
309,engnat,2.0
310,engnat,2.0
311,engnat,2.0
320,engnat,1.0
322,engnat,2.0
324,engnat,1.0
328,engnat,2.0
329,engnat,1.0
330,engnat,2.0
332,engnat,1.0
334,engnat,2.0
335,engnat,1.0
336,engnat,2.0
337,engnat,2.0
338,engnat,2.0
339,engnat,1.0
341,engnat,1.0
343,engnat,1.0
345,engnat,1.0
347,engnat,1.0
349,engnat,2.0
353,engnat,1.0
356,engnat,2.0
361,engnat,1.0
362,engnat,2.0
363,engnat,1.0
365,engnat,1.0
367,engnat,1.0
368,engnat,2.0
370,engnat,1.0
371,engnat,2.0
377,engnat,1.0
378,engnat,1.0
381,engnat,2.0
383,engnat,2.0
387,engnat,1.0
388,engnat,1.0
391,engnat,1.0
392,engnat,1.0
395,engnat,1.0
396,engnat,2.0
403,engnat,2.0
411,engnat,1.0
415,engnat,1.0
416,engnat,1.0
419,engnat,1.0
422,engnat,1.0
424,engnat,1.0
425,engnat,1.0
426,engnat,1.0
427,engnat,2.0
428,engnat,2.0
433,engnat,2.0
434,engnat,1.0
437,engnat,1.0
438,engnat,2.0
440,engnat,1.0
441,engnat,1.0
442,engnat,1.0
444,engnat,1.0
445,engnat,1.0
449,engnat,1.0
451,engnat,2.0
452,engnat,1.0
453,engnat,1.0
455,engnat,1.0
457,engnat,2.0
458,engnat,1.0
459,engnat,1.0
460,engnat,1.0
462,engnat,1.0
464,engnat,1.0
466,engnat,1.0
467,engnat,1.0
468,engnat,1.0
469,engnat,1.0
470,engnat,1.0
471,engnat,2.0
476,engnat,1.0
477,engnat,1.0
478,engnat,1.0
480,engnat,1.0
481,engnat,1.0
482,engnat,1.0
486,engnat,2.0
488,engnat,1.0
489,engnat,1.0
492,engnat,1.0
493,engnat,1.0
495,engnat,1.0
498,engnat,1.0
500,engnat,1.0
501,engnat,1.0
505,engnat,2.0
510,engnat,1.0
513,engnat,1.0
515,engnat,1.0
516,engnat,1.0
518,engnat,1.0
520,engnat,1.0
521,engnat,1.0
524,engnat,2.0
527,engnat,1.0
529,engnat,1.0
530,engnat,1.0
531,engnat,1.0
533,engnat,1.0
534,engnat,1.0
535,engnat,1.0
536,engnat,1.0
537,engnat,1.0
538,engnat,1.0
540,engnat,1.0
541,engnat,1.0
542,engnat,1.0
543,engnat,1.0
545,engnat,1.0
546,engnat,1.0
547,engnat,1.0
551,engnat,2.0
552,engnat,1.0
555,engnat,2.0
558,engnat,2.0
559,engnat,1.0
561,engnat,2.0
562,engnat,2.0
564,engnat,1.0
566,engnat,1.0
567,engnat,1.0
569,engnat,2.0
570,engnat,2.0
572,engnat,2.0
575,engnat,1.0
576,engnat,2.0
578,engnat,2.0
580,engnat,1.0
583,engnat,2.0
584,engnat,1.0
585,engnat,1.0
586,engnat,1.0
587,engnat,1.0
588,engnat,2.0
589,engnat,1.0
590,engnat,1.0
591,engnat,1.0
592,engnat,1.0
593,engnat,1.0
594,engnat,1.0
595,engnat,2.0
596,engnat,1.0
597,engnat,1.0
598,engnat,1.0
601,engnat,1.0
602,engnat,2.0
603,engnat,1.0
604,engnat,1.0
605,engnat,1.0
614,engnat,1.0
616,engnat,1.0
618,engnat,1.0
619,engnat,1.0
622,engnat,1.0
624,engnat,1.0
627,engnat,1.0
629,engnat,1.0
635,engnat,1.0
636,engnat,1.0
637,engnat,1.0
638,engnat,1.0
639,engnat,1.0
640,engnat,1.0
641,engnat,1.0
644,engnat,1.0
646,engnat,1.0
649,engnat,2.0
650,engnat,1.0
651,engnat,1.0
652,engnat,2.0
656,engnat,2.0
658,engnat,1.0
661,engnat,1.0
665,engnat,1.0
666,engnat,1.0
671,engnat,1.0
674,engnat,2.0
675,engnat,2.0
676,engnat,1.0
677,engnat,2.0
678,engnat,2.0
680,engnat,1.0
686,engnat,1.0
687,engnat,1.0
689,engnat,2.0
691,engnat,1.0
693,engnat,1.0
696,engnat,1.0
697,engnat,1.0
700,engnat,1.0
703,engnat,2.0
704,engnat,1.0
706,engnat,1.0
707,engnat,1.0
708,engnat,1.0
710,engnat,1.0
711,engnat,1.0
712,engnat,1.0
714,engnat,1.0
722,engnat,1.0
723,engnat,2.0
724,engnat,1.0
730,engnat,2.0
732,engnat,1.0
735,engnat,1.0
736,engnat,1.0
740,engnat,1.0
742,engnat,1.0
743,engnat,1.0
746,engnat,1.0
747,engnat,1.0
752,engnat,1.0
753,engnat,1.0
754,engnat,1.0
758,engnat,1.0
759,engnat,1.0
760,engnat,1.0
763,engnat,1.0
765,engnat,1.0
770,engnat,1.0
773,engnat,2.0
774,engnat,1.0
777,engnat,1.0
781,engnat,1.0
787,engnat,1.0
790,engnat,1.0
791,engnat,1.0
793,engnat,1.0
794,engnat,1.0
796,engnat,2.0
800,engnat,1.0
802,engnat,1.0
803,engnat,2.0
805,engnat,1.0
806,engnat,1.0
808,engnat,1.0
809,engnat,1.0
811,engnat,1.0
812,engnat,1.0
814,engnat,1.0
816,engnat,2.0
817,engnat,1.0
821,engnat,2.0
823,engnat,1.0
826,engnat,1.0
830,engnat,1.0
835,engnat,1.0
836,engnat,1.0
837,engnat,1.0
838,engnat,2.0
840,engnat,1.0
842,engnat,2.0
844,engnat,1.0
846,engnat,1.0
849,engnat,1.0
852,engnat,1.0
857,engnat,2.0
858,engnat,2.0
859,engnat,1.0
861,engnat,1.0
862,engnat,1.0
864,engnat,1.0
865,engnat,1.0
868,engnat,1.0
870,engnat,2.0
877,engnat,1.0
880,engnat,2.0
881,engnat,2.0
882,engnat,1.0
883,engnat,1.0
884,engnat,1.0
885,engnat,1.0
886,engnat,1.0
888,engnat,1.0
893,engnat,1.0
896,engnat,2.0
897,engnat,1.0
898,engnat,1.0
899,engnat,1.0
900,engnat,1.0
904,engnat,1.0
909,engnat,2.0
910,engnat,1.0
912,engnat,1.0
915,engnat,1.0
916,engnat,2.0
917,engnat,1.0
921,engnat,2.0
924,engnat,2.0
925,engnat,1.0
931,engnat,1.0
932,engnat,1.0
934,engnat,2.0
936,engnat,1.0
937,engnat,2.0
939,engnat,2.0
940,engnat,1.0
942,engnat,2.0
943,engnat,1.0
944,engnat,1.0
945,engnat,2.0
948,engnat,1.0
951,engnat,1.0
955,engnat,1.0
956,engnat,1.0
957,engnat,1.0
959,engnat,1.0
960,engnat,2.0
961,engnat,2.0
962,engnat,1.0
966,engnat,1.0
968,engnat,1.0
971,engnat,2.0
972,engnat,1.0
974,engnat,1.0
975,engnat,2.0
976,engnat,2.0
977,engnat,1.0
980,engnat,1.0
982,engnat,1.0
984,engnat,2.0
985,engnat,1.0
990,engnat,2.0
993,engnat,1.0
995,engnat,1.0
996,engnat,1.0
998,engnat,2.0
1000,engnat,2.0
1003,engnat,1.0
1004,engnat,1.0
1005,engnat,1.0
1006,engnat,1.0
1008,engnat,1.0
1009,engnat,1.0
1010,engnat,1.0
1013,engnat,1.0
1016,engnat,1.0
1020,engnat,1.0
1021,engnat,1.0
1022,engnat,1.0
1024,engnat,1.0
1025,engnat,1.0
1026,engnat,2.0
1027,engnat,2.0
1029,engnat,1.0
1030,engnat,2.0
1032,engnat,2.0
1033,engnat,1.0
1034,engnat,1.0
1035,engnat,1.0
1036,engnat,1.0
1040,engnat,1.0
1045,engnat,1.0
1046,engnat,1.0
1047,engnat,1.0
1048,engnat,1.0
1050,engnat,2.0
1052,engnat,1.0
1054,engnat,2.0
1055,engnat,1.0
1056,engnat,1.0
1060,engnat,2.0
1061,engnat,1.0
1062,engnat,1.0
1063,engnat,1.0
1064,engnat,2.0
1065,engnat,1.0
1066,engnat,2.0
1067,engnat,1.0
1068,engnat,1.0
1072,engnat,1.0
1074,engnat,1.0
1077,engnat,1.0
1078,engnat,1.0
1079,engnat,1.0
1080,engnat,2.0
1081,engnat,2.0
1082,engnat,1.0
1083,engnat,1.0
1086,engnat,1.0
1087,engnat,1.0
1088,engnat,1.0
1089,engnat,1.0
1091,engnat,1.0
1092,engnat,2.0
1093,engnat,2.0
1096,engnat,2.0
1097,engnat,1.0
1098,engnat,1.0
1099,engnat,1.0
1101,engnat,1.0
1104,engnat,1.0
1106,engnat,1.0
1107,engnat,2.0
1108,engnat,1.0
1110,engnat,1.0
1111,engnat,1.0
1112,engnat,1.0
1116,engnat,1.0
1117,engnat,1.0
1119,engnat,1.0
1121,engnat,1.0
1124,engnat,1.0
1125,engnat,1.0
1127,engnat,1.0
1128,engnat,1.0
1129,engnat,1.0
1130,engnat,1.0
1132,engnat,2.0
1133,engnat,1.0
1135,engnat,1.0
1136,engnat,1.0
1137,engnat,1.0
1138,engnat,1.0
1140,engnat,1.0
1141,engnat,1.0
1143,engnat,1.0
1149,engnat,1.0
1150,engnat,2.0
1156,engnat,1.0
1157,engnat,1.0
1160,engnat,1.0
1162,engnat,1.0
1163,engnat,1.0
1164,engnat,1.0
1165,engnat,1.0
1166,engnat,2.0
1168,engnat,1.0
1170,engnat,1.0
1171,engnat,2.0
1173,engnat,2.0
1175,engnat,1.0
1176,engnat,1.0
1177,engnat,1.0
1180,engnat,1.0
1183,engnat,2.0
1185,engnat,1.0
1186,engnat,1.0
1187,engnat,1.0
1189,engnat,1.0
1190,engnat,1.0
1195,engnat,1.0
1196,engnat,1.0
1198,engnat,1.0
1200,engnat,1.0
1202,engnat,1.0
1203,engnat,1.0
1205,engnat,1.0
1210,engnat,1.0
1213,engnat,1.0
1214,engnat,1.0
1215,engnat,1.0
1217,engnat,1.0
1218,engnat,2.0
1221,engnat,1.0
1225,engnat,2.0
1228,engnat,1.0
1229,engnat,1.0
1230,engnat,1.0
1232,engnat,1.0
1235,engnat,1.0
1236,engnat,1.0
1239,engnat,1.0
1242,engnat,1.0
1243,engnat,1.0
1245,engnat,2.0
1248,engnat,1.0
1250,engnat,1.0
1253,engnat,1.0
1254,engnat,1.0
1255,engnat,1.0
1261,engnat,2.0
1263,engnat,2.0
1264,engnat,2.0
1265,engnat,1.0
1266,engnat,1.0
1269,engnat,1.0
1270,engnat,2.0
1271,engnat,2.0
1273,engnat,1.0
1274,engnat,2.0
1275,engnat,1.0
1278,engnat,2.0
1279,engnat,1.0
1284,engnat,1.0
1285,engnat,1.0
1290,engnat,1.0
1291,engnat,1.0
1299,engnat,1.0
1302,engnat,1.0
1303,engnat,1.0
1304,engnat,1.0
1306,engnat,2.0
1311,engnat,1.0
1312,engnat,1.0
1313,engnat,1.0
1314,engnat,1.0
1319,engnat,1.0
1320,engnat,1.0
1321,engnat,1.0
1323,engnat,2.0
1325,engnat,2.0
1327,engnat,1.0
1333,engnat,2.0
1334,engnat,1.0
1335,engnat,1.0
1338,engnat,1.0
1339,engnat,1.0
1341,engnat,2.0
1344,engnat,2.0
1350,engnat,1.0
1353,engnat,1.0
1354,engnat,1.0
1356,engnat,1.0
1357,engnat,2.0
1358,engnat,2.0
1359,engnat,2.0
1360,engnat,1.0
1361,engnat,1.0
1362,engnat,1.0
1363,engnat,1.0
1364,engnat,1.0
1366,engnat,2.0
1368,engnat,1.0
1370,engnat,1.0
1373,engnat,1.0
1375,engnat,1.0
1378,engnat,1.0
1381,engnat,2.0
1383,engnat,1.0
1385,engnat,1.0
1386,engnat,2.0
1388,engnat,1.0
1389,engnat,1.0
1390,engnat,1.0
1,age,50.0
2,age,22.0
5,age,18.0
6,age,18.0
7,age,21.0
8,age,25.0
9,age,17.0
10,age,15.0
14,age,31.0
15,age,39.0
19,age,15.0
22,age,20.0
26,age,17.0
27,age,50.0
29,age,15.0
36,age,43.0
38,age,17.0
39,age,18.0
42,age,16.0
44,age,17.0
45,age,15.0
46,age,37.0
47,age,20.0
48,age,19.0
49,age,21.0
50,age,18.0
53,age,56.0
54,age,22.0
55,age,32.0
56,age,49.0
57,age,14.0
58,age,39.0
61,age,17.0
62,age,14.0
65,age,44.0
66,age,29.0
69,age,15.0
70,age,29.0
71,age,46.0
72,age,14.0
75,age,36.0
76,age,50.0
77,age,21.0
79,age,14.0
84,age,45.0
85,age,23.0
89,age,17.0
91,age,37.0
93,age,14.0
95,age,42.0
96,age,19.0
97,age,17.0
98,age,57.0
103,age,20.0
104,age,16.0
105,age,20.0
107,age,18.0
108,age,16.0
110,age,16.0
114,age,25.0
115,age,72.0
118,age,29.0
119,age,20.0
125,age,14.0
126,age,63.0
128,age,44.0
132,age,15.0
135,age,18.0
136,age,27.0
140,age,17.0
142,age,14.0
144,age,59.0
148,age,21.0
149,age,20.0
152,age,18.0
153,age,25.0
154,age,17.0
155,age,15.0
156,age,16.0
157,age,22.0
159,age,21.0
