education,urban,gender,engnat,age,hand,religion,voted,married,familysize,major,subject_id
2.0,2.0,1.0,1.0,21.0,1.0,2.0,0.0,1.0,1.0,Biology,1224
2.0,2.0,1.0,2.0,36.0,1.0,2.0,1.0,1.0,1.0,Sociology,1225
3.0,3.0,1.0,1.0,33.0,1.0,2.0,2.0,1.0,3.0,English,1226
3.0,1.0,1.0,1.0,25.0,1.0,6.0,2.0,1.0,2.0,Math,1227
2.0,2.0,1.0,1.0,60.0,1.0,7.0,1.0,2.0,5.0,,1228
3.0,2.0,2.0,1.0,22.0,1.0,4.0,2.0,1.0,4.0,english,1229
1.0,1.0,2.0,1.0,15.0,1.0,1.0,2.0,1.0,2.0,,1230
3.0,2.0,2.0,1.0,60.0,1.0,6.0,1.0,3.0,7.0,art,1231
2.0,2.0,1.0,1.0,39.0,1.0,2.0,2.0,1.0,2.0,,1232
3.0,2.0,2.0,1.0,28.0,1.0,1.0,2.0,1.0,6.0,psychology,1233
1.0,2.0,1.0,1.0,14.0,1.0,4.0,2.0,1.0,1.0,Law,1234
3.0,2.0,1.0,1.0,46.0,1.0,2.0,1.0,1.0,5.0,Physics,1235
4.0,2.0,1.0,1.0,55.0,3.0,6.0,2.0,2.0,3.0,physics,1236
3.0,3.0,2.0,1.0,47.0,1.0,7.0,1.0,3.0,2.0,business,1237
1.0,2.0,2.0,1.0,15.0,1.0,10.0,2.0,1.0,2.0,,1238
4.0,1.0,1.0,1.0,33.0,1.0,10.0,2.0,2.0,2.0,Biochemistry,1239
3.0,2.0,2.0,2.0,36.0,1.0,4.0,2.0,2.0,3.0,biotechnology,1240
3.0,2.0,2.0,1.0,47.0,1.0,3.0,2.0,3.0,1.0,Pharmacy,1241
4.0,1.0,1.0,1.0,45.0,1.0,6.0,1.0,2.0,3.0,International Relations,1242
4.0,2.0,2.0,1.0,44.0,1.0,2.0,1.0,1.0,1.0,Nursing,1243
4.0,2.0,2.0,1.0,58.0,2.0,9.0,2.0,1.0,2.0,Mathematics ,1244
4.0,2.0,1.0,2.0,53.0,2.0,6.0,2.0,2.0,2.0,Economics,1245
3.0,3.0,1.0,1.0,50.0,1.0,1.0,1.0,1.0,2.0,History,1246
4.0,2.0,2.0,1.0,48.0,1.0,6.0,2.0,3.0,2.0,Journalism,1247
4.0,2.0,1.0,1.0,60.0,1.0,1.0,1.0,1.0,4.0,Philosophy,1248
4.0,2.0,2.0,1.0,67.0,1.0,1.0,2.0,2.0,2.0,English,1249
4.0,2.0,1.0,1.0,47.0,1.0,2.0,2.0,2.0,2.0,Engineering,1250
3.0,3.0,2.0,1.0,44.0,1.0,7.0,1.0,3.0,5.0,Education,1251
3.0,3.0,2.0,1.0,22.0,1.0,2.0,2.0,1.0,3.0,chemical engineering,1252
3.0,2.0,2.0,1.0,60.0,2.0,4.0,2.0,2.0,5.0,General Science/Philosophy,1253
3.0,2.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,Geology,1254
2.0,1.0,2.0,1.0,18.0,1.0,4.0,2.0,1.0,2.0,Aerospace Engineering,1255
2.0,3.0,2.0,1.0,17.0,1.0,1.0,2.0,1.0,2.0,,1256
3.0,3.0,2.0,2.0,20.0,1.0,1.0,1.0,1.0,1.0,Industrial Engineering,1257
1.0,3.0,3.0,1.0,15.0,1.0,1.0,2.0,1.0,1.0,,1258
4.0,2.0,2.0,1.0,73.0,1.0,6.0,1.0,2.0,2.0,biochem,1259
3.0,3.0,1.0,2.0,30.0,1.0,2.0,1.0,1.0,6.0,economics,1260
3.0,3.0,2.0,2.0,22.0,1.0,10.0,2.0,1.0,3.0,Math and computer science,1261
4.0,2.0,1.0,1.0,67.0,1.0,2.0,1.0,2.0,3.0,English,1262
2.0,3.0,2.0,2.0,15.0,1.0,7.0,2.0,1.0,4.0,Medicin,1263
3.0,2.0,2.0,2.0,20.0,1.0,7.0,1.0,1.0,2.0,Naval engineering ,1264
3.0,1.0,1.0,1.0,35.0,1.0,4.0,1.0,2.0,4.0,Police Foindations,1265
4.0,1.0,2.0,1.0,29.0,1.0,1.0,1.0,2.0,2.0,English,1266
4.0,3.0,2.0,1.0,36.0,1.0,12.0,2.0,1.0,5.0,Linguistics and English Lit,1267
3.0,3.0,2.0,2.0,20.0,2.0,1.0,1.0,1.0,1.0,psychology,1268
2.0,1.0,1.0,1.0,27.0,1.0,1.0,1.0,1.0,1.0,,1269
4.0,2.0,2.0,2.0,25.0,1.0,12.0,2.0,1.0,3.0,Psychology,1270
4.0,3.0,1.0,2.0,23.0,1.0,4.0,1.0,1.0,2.0,Economics,1271
3.0,2.0,1.0,1.0,26.0,3.0,2.0,2.0,1.0,2.0,,1272
3.0,2.0,2.0,1.0,23.0,1.0,1.0,2.0,1.0,4.0,Economics,1273
2.0,3.0,2.0,2.0,21.0,1.0,10.0,2.0,1.0,4.0,English ,1274
4.0,2.0,2.0,1.0,46.0,1.0,1.0,1.0,2.0,3.0,Psychology,1275
3.0,2.0,2.0,1.0,25.0,0.0,4.0,2.0,1.0,2.0,Statistics ,1276
4.0,2.0,1.0,1.0,65.0,1.0,2.0,1.0,2.0,2.0,English,1277
3.0,3.0,2.0,2.0,30.0,1.0,2.0,2.0,2.0,1.0,Physical therapy,1278
2.0,2.0,2.0,1.0,18.0,2.0,0.0,2.0,1.0,2.0,Chemical Engineering,1279
4.0,2.0,1.0,1.0,66.0,1.0,6.0,1.0,2.0,4.0,Bhindustrial engineering,1280
4.0,1.0,1.0,1.0,31.0,1.0,1.0,2.0,2.0,2.0,Philosophy,1281
3.0,2.0,2.0,1.0,56.0,1.0,4.0,2.0,2.0,2.0,nursing,1282
4.0,2.0,2.0,1.0,47.0,1.0,4.0,2.0,1.0,3.0,English and Biology,1283
4.0,3.0,2.0,1.0,53.0,1.0,2.0,2.0,1.0,3.0,biology,1284
2.0,3.0,1.0,1.0,50.0,2.0,7.0,1.0,2.0,1.0,,1285
1.0,2.0,1.0,1.0,16.0,1.0,6.0,2.0,1.0,3.0,,1286
1.0,2.0,2.0,1.0,16.0,1.0,12.0,2.0,1.0,2.0,,1287
2.0,3.0,3.0,1.0,21.0,1.0,2.0,2.0,1.0,2.0,,1288
2.0,2.0,2.0,1.0,17.0,1.0,1.0,2.0,1.0,3.0,Philosophy,1289
1.0,3.0,1.0,1.0,27.0,1.0,12.0,1.0,1.0,2.0,,1290
3.0,2.0,1.0,1.0,43.0,2.0,6.0,1.0,1.0,3.0,computer science,1291
2.0,2.0,1.0,1.0,20.0,2.0,2.0,2.0,1.0,2.0,,1292
3.0,2.0,2.0,1.0,38.0,1.0,12.0,2.0,1.0,0.0,Psychology,1293
4.0,1.0,1.0,1.0,54.0,1.0,4.0,2.0,1.0,2.0,Politics,1294
2.0,2.0,1.0,1.0,18.0,1.0,2.0,2.0,1.0,3.0,Earth Sciences,1295
4.0,2.0,2.0,1.0,65.0,1.0,2.0,2.0,3.0,2.0,comparative literature,1296
2.0,2.0,2.0,2.0,18.0,3.0,6.0,2.0,1.0,3.0,,1297
4.0,3.0,1.0,2.0,22.0,1.0,1.0,2.0,1.0,4.0,computer science,1298
2.0,1.0,1.0,1.0,25.0,1.0,6.0,2.0,1.0,10.0,,1299
2.0,1.0,2.0,1.0,14.0,1.0,0.0,2.0,1.0,1.0,,1300
4.0,1.0,2.0,1.0,33.0,1.0,4.0,1.0,1.0,2.0,Nursing,1301
2.0,1.0,2.0,1.0,20.0,1.0,4.0,2.0,1.0,7.0,Psychology,1302
1.0,3.0,2.0,1.0,18.0,1.0,4.0,2.0,1.0,2.0,,1303
3.0,2.0,2.0,1.0,29.0,1.0,12.0,1.0,1.0,2.0,Biology,1304
4.0,3.0,1.0,1.0,21.0,1.0,10.0,1.0,1.0,6.0,social work,1305
4.0,3.0,2.0,2.0,19.0,1.0,10.0,1.0,1.0,6.0,pyschology,1306
2.0,2.0,2.0,1.0,17.0,1.0,3.0,2.0,1.0,2.0,,1307
3.0,2.0,1.0,1.0,55.0,1.0,2.0,1.0,1.0,8.0,Architecture,1308
3.0,1.0,1.0,1.0,40.0,1.0,6.0,1.0,1.0,2.0,history,1309
2.0,1.0,2.0,1.0,34.0,1.0,6.0,1.0,1.0,2.0,,1310
4.0,2.0,2.0,1.0,60.0,1.0,2.0,2.0,1.0,4.0,rhetoric,1311
3.0,3.0,1.0,1.0,55.0,1.0,2.0,1.0,1.0,4.0,Fine art sculpture,1312
3.0,2.0,1.0,1.0,20.0,1.0,4.0,1.0,1.0,3.0,Economics +ACY- Psychology,1313
3.0,2.0,1.0,1.0,20.0,1.0,12.0,2.0,1.0,1.0,Statistics,1314
3.0,3.0,2.0,1.0,26.0,1.0,1.0,1.0,2.0,2.0,English,1315
2.0,2.0,2.0,1.0,17.0,2.0,6.0,1.0,1.0,2.0,,1316
1.0,2.0,2.0,1.0,14.0,1.0,2.0,2.0,1.0,2.0,,1317
2.0,2.0,2.0,1.0,17.0,1.0,12.0,2.0,1.0,2.0,,1318
1.0,3.0,1.0,1.0,14.0,1.0,2.0,2.0,1.0,5.0,Computer Science,1319
4.0,2.0,1.0,1.0,27.0,1.0,1.0,2.0,1.0,2.0,biology,1320
2.0,1.0,2.0,1.0,23.0,1.0,1.0,2.0,1.0,2.0,Theatre,1321
3.0,3.0,2.0,2.0,23.0,1.0,4.0,2.0,1.0,2.0,Communication,1322
2.0,1.0,1.0,2.0,17.0,1.0,8.0,2.0,1.0,4.0,Psychology ,1323
2.0,2.0,2.0,1.0,19.0,1.0,2.0,1.0,1.0,3.0,Biolo,1324
3.0,1.0,1.0,2.0,56.0,1.0,4.0,1.0,1.0,8.0,education,1325
3.0,1.0,1.0,2.0,35.0,1.0,8.0,2.0,2.0,4.0,Agriculture,1326
1.0,2.0,2.0,1.0,15.0,1.0,2.0,2.0,1.0,2.0,,1327
2.0,3.0,2.0,2.0,17.0,1.0,4.0,2.0,1.0,1.0,,1328
2.0,2.0,1.0,2.0,21.0,1.0,2.0,1.0,1.0,2.0,Radiographer,1329
0.0,0.0,2.0,1.0,60.0,1.0,9.0,2.0,3.0,2.0,,1330
3.0,3.0,2.0,1.0,57.0,1.0,1.0,1.0,2.0,5.0,computer science,1331
2.0,1.0,1.0,1.0,17.0,1.0,1.0,2.0,1.0,2.0,,1332
2.0,3.0,1.0,2.0,16.0,1.0,1.0,2.0,1.0,2.0,,1333
3.0,3.0,1.0,1.0,62.0,1.0,2.0,1.0,2.0,4.0,History,1334
4.0,2.0,1.0,1.0,58.0,1.0,6.0,1.0,2.0,3.0,mechanical engineering,1335
2.0,3.0,2.0,2.0,19.0,1.0,12.0,2.0,1.0,2.0,,1336
3.0,2.0,2.0,1.0,30.0,1.0,1.0,2.0,2.0,3.0,Music engineering,1337
4.0,2.0,2.0,1.0,33.0,1.0,1.0,2.0,2.0,2.0,Psychology,1338
2.0,3.0,1.0,1.0,16.0,1.0,4.0,2.0,1.0,4.0,aerospace engineering ,1339
2.0,1.0,3.0,2.0,18.0,1.0,1.0,2.0,1.0,6.0,Art,1340
2.0,3.0,1.0,2.0,18.0,1.0,2.0,2.0,1.0,2.0,,1341
2.0,1.0,2.0,1.0,33.0,1.0,1.0,2.0,1.0,3.0,,1342
4.0,3.0,2.0,1.0,43.0,1.0,6.0,1.0,2.0,3.0,,1343
2.0,3.0,2.0,2.0,17.0,1.0,2.0,2.0,0.0,5.0,,1344
2.0,1.0,3.0,1.0,19.0,1.0,2.0,1.0,1.0,1.0,Biology: Health Science,1345
3.0,0.0,1.0,1.0,70.0,0.0,6.0,1.0,2.0,3.0,geology,1346
4.0,2.0,2.0,1.0,28.0,1.0,1.0,2.0,1.0,1.0,political science,1347
2.0,2.0,2.0,1.0,14.0,1.0,1.0,2.0,1.0,1.0,,1348
2.0,1.0,2.0,2.0,21.0,1.0,2.0,2.0,1.0,3.0,,1349
2.0,2.0,1.0,1.0,18.0,1.0,1.0,2.0,1.0,2.0,Architecture,1350
3.0,2.0,2.0,1.0,22.0,1.0,6.0,2.0,1.0,0.0,Health Science,1351
1.0,3.0,2.0,2.0,18.0,1.0,4.0,2.0,1.0,2.0,English Literature,1352
2.0,1.0,2.0,1.0,20.0,1.0,7.0,1.0,1.0,6.0,Mechatronics Engineering,1353
3.0,1.0,1.0,1.0,21.0,1.0,7.0,1.0,1.0,6.0,electrical engineering,1354
2.0,2.0,2.0,1.0,18.0,1.0,7.0,2.0,1.0,2.0,,1355
3.0,1.0,2.0,1.0,19.0,1.0,2.0,2.0,1.0,2.0,Psychology,1356
2.0,3.0,1.0,2.0,20.0,1.0,7.0,2.0,1.0,3.0,+ACI-+ACIAIg-hotel and restaurant management+ACIAIg-+ACI-,1357
2.0,1.0,1.0,2.0,23.0,1.0,1.0,2.0,1.0,3.0,business,1358
4.0,3.0,2.0,2.0,34.0,1.0,1.0,1.0,1.0,2.0,Economy and maths,1359
3.0,2.0,1.0,1.0,30.0,1.0,2.0,1.0,1.0,2.0,Computer Science,1360
0.0,2.0,1.0,1.0,42.0,1.0,4.0,2.0,2.0,1.0,communications,1361
2.0,1.0,2.0,1.0,18.0,1.0,1.0,2.0,1.0,3.0,,1362
3.0,2.0,2.0,1.0,22.0,1.0,4.0,2.0,1.0,3.0,English,1363
4.0,3.0,1.0,1.0,34.0,1.0,5.0,1.0,2.0,4.0,Family Therapy,1364
2.0,2.0,2.0,2.0,16.0,1.0,1.0,2.0,1.0,2.0,,1365
2.0,3.0,1.0,2.0,25.0,1.0,2.0,1.0,1.0,3.0,,1366
1.0,1.0,1.0,2.0,29.0,1.0,2.0,2.0,1.0,2.0,,1367
3.0,1.0,1.0,1.0,53.0,1.0,12.0,1.0,2.0,2.0,English,1368
2.0,3.0,2.0,1.0,18.0,1.0,5.0,2.0,1.0,4.0,,1369
3.0,2.0,2.0,1.0,24.0,1.0,1.0,1.0,1.0,5.0,Biochemistry,1370
3.0,2.0,3.0,1.0,25.0,1.0,1.0,1.0,1.0,3.0,Sociology,1371
4.0,2.0,1.0,1.0,31.0,1.0,12.0,1.0,1.0,1.0,Law,1372
4.0,3.0,2.0,1.0,51.0,1.0,12.0,1.0,2.0,2.0,Biochemical Engineering,1373
4.0,1.0,2.0,1.0,36.0,1.0,7.0,2.0,3.0,3.0,psych,1374
2.0,3.0,2.0,1.0,17.0,3.0,5.0,2.0,1.0,1.0,,1375
3.0,2.0,2.0,2.0,24.0,1.0,1.0,2.0,1.0,1.0,International trade,1376
1.0,1.0,2.0,1.0,16.0,3.0,1.0,2.0,1.0,2.0,,1377
3.0,3.0,2.0,1.0,22.0,1.0,1.0,2.0,1.0,3.0,Art Education,1378
2.0,2.0,2.0,1.0,18.0,1.0,1.0,2.0,1.0,4.0,premed,1379
2.0,3.0,1.0,2.0,18.0,1.0,8.0,2.0,1.0,2.0,,1380
3.0,3.0,1.0,2.0,24.0,1.0,1.0,2.0,1.0,2.0,IT,1381
3.0,2.0,2.0,1.0,19.0,1.0,2.0,2.0,0.0,2.0,Math ,1382
1.0,2.0,2.0,1.0,16.0,1.0,9.0,2.0,1.0,2.0,,1383
2.0,2.0,2.0,1.0,18.0,1.0,1.0,2.0,1.0,3.0,,1384
3.0,2.0,2.0,1.0,53.0,1.0,2.0,2.0,1.0,2.0,sociology,1385
2.0,3.0,2.0,2.0,18.0,1.0,8.0,2.0,1.0,2.0,biomedical engineering,1386
4.0,2.0,2.0,2.0,48.0,1.0,7.0,1.0,2.0,3.0,Comp Sci,1387
2.0,2.0,3.0,1.0,17.0,1.0,1.0,2.0,1.0,2.0,,1388
3.0,2.0,2.0,1.0,21.0,1.0,2.0,2.0,1.0,2.0,Computer Science,1389
3.0,2.0,2.0,1.0,28.0,2.0,2.0,2.0,1.0,0.0,Science,1390
